VisitID,Species,Breed_Stage,COHORT,N,Colony,DATE,Method
431,SOAL,INCU,AON,24,Area to south of Cavern head,28/10/2015,SURV
445,AYNA,INCU,AON,82,Area to south of Cavern head,30/10/2003,SURV
445,AYNA,INCU,INCU,82,Area to south of Cavern head,30/10/2003,SURV
446,AYNA,INCU,AD,145,Area to south of Cavern head,30/10/2011,SURV
432,AYNA,INCU,AD,145,Area to south of Cavern head,30/10/2011,SURV
446,AYNA,INCU,AON,118,Area to south of Cavern head,30/10/2011,SURV
432,AYNA,INCU,AON,118,Area to south of Cavern head,30/10/2011,SURV
446,AYNA,INCU,INCU,101,Area to south of Cavern head,30/10/2011,SURV
432,AYNA,INCU,INCU,101,Area to south of Cavern head,30/10/2011,SURV
446,SOAL,INCU,AD,44,Area to south of Cavern head,30/10/2011,SURV
432,SOAL,INCU,AD,44,Area to south of Cavern head,30/10/2011,SURV
446,SOAL,INCU,AON,35,Area to south of Cavern head,30/10/2011,SURV
432,SOAL,INCU,AON,35,Area to south of Cavern head,30/10/2011,SURV
448,NRPE,INCU,INCU,651,Area to south of Cavern head,no specified date,COLO
455,NRPE,INCU,INCU,280,Cavern Head,21/10/2008,COLO
449,NRPE,INCU,INCU,280,Cavern Head,21/10/2008,COLO
451,NRPE,INCU,INCU,280,Cavern Head,21/10/2008,COLO
453,NRPE,INCU,INCU,280,Cavern Head,21/10/2008,COLO
455,NRPE,INCU,INCU,300,Cavern Head,21/10/2008,COLO
449,NRPE,INCU,INCU,300,Cavern Head,21/10/2008,COLO
451,NRPE,INCU,INCU,300,Cavern Head,21/10/2008,COLO
453,NRPE,INCU,INCU,300,Cavern Head,21/10/2008,COLO
455,NRPE,INCU,INCU,300,Cavern Head,21/10/2008,COLO
449,NRPE,INCU,INCU,300,Cavern Head,21/10/2008,COLO
451,NRPE,INCU,INCU,300,Cavern Head,21/10/2008,COLO
453,NRPE,INCU,INCU,300,Cavern Head,21/10/2008,COLO
455,NRPE,INCU,INCU,450,Cavern Head,21/10/2008,COLO
449,NRPE,INCU,INCU,450,Cavern Head,21/10/2008,COLO
451,NRPE,INCU,INCU,450,Cavern Head,21/10/2008,COLO
453,NRPE,INCU,INCU,450,Cavern Head,21/10/2008,COLO
454,NRPE,INCU,AON,163,Cavern Head,27/10/2009,COLO
456,NRPE,INCU,AON,163,Cavern Head,27/10/2009,COLO
450,NRPE,INCU,AON,163,Cavern Head,27/10/2009,COLO
452,NRPE,INCU,AON,163,Cavern Head,27/10/2009,COLO
454,NRPE,INCU,AON,169,Cavern Head,27/10/2009,COLO
456,NRPE,INCU,AON,169,Cavern Head,27/10/2009,COLO
450,NRPE,INCU,AON,169,Cavern Head,27/10/2009,COLO
452,NRPE,INCU,AON,169,Cavern Head,27/10/2009,COLO
454,NRPE,INCU,AON,183,Cavern Head,27/10/2009,COLO
456,NRPE,INCU,AON,183,Cavern Head,27/10/2009,COLO
450,NRPE,INCU,AON,183,Cavern Head,27/10/2009,COLO
452,NRPE,INCU,AON,183,Cavern Head,27/10/2009,COLO
454,NRPE,INCU,AON,228,Cavern Head,27/10/2009,COLO
456,NRPE,INCU,AON,228,Cavern Head,27/10/2009,COLO
450,NRPE,INCU,AON,228,Cavern Head,27/10/2009,COLO
452,NRPE,INCU,AON,228,Cavern Head,27/10/2009,COLO
457,SOAL,CHIC,CHIC,7,Cliff at Seal Beach either side of rope,01/04/2013,SURV
458,SOAL,CHIC,CHIC,13,Cliff at Seal Beach either side of rope,03/01/2012,SURV
459,SOAL,CHIC,CHIC,15,Cliff at Seal Beach either side of rope,04/01/2011,SURV
460,SOAL,CHIC,CHIC,6,Cliff at Seal Beach either side of rope,05/04/2017,SURV
461,SOAL,CHIC,CHIC,2,Cliff at Seal Beach either side of rope,07/04/2015,SURV
462,SOAL,CHIC,CHIC,11,Cliff at Seal Beach either side of rope,08/04/2016,SURV
463,SOAL,INCU,AD,27,Cliff at Seal Beach either side of rope,08/10/2010,SURV
463,SOAL,INCU,AON,18,Cliff at Seal Beach either side of rope,08/10/2010,SURV
464,SOAL,CHIC,CHIC,5,Cliff at Seal Beach either side of rope,12/04/2011,SURV
465,SOAL,INCU,AD,16,Cliff at Seal Beach either side of rope,14/10/2014,SURV
465,SOAL,INCU,AON,10,Cliff at Seal Beach either side of rope,14/10/2014,SURV
466,SOAL,INCU,AD,14,Cliff at Seal Beach either side of rope,15/10/2012,SURV
466,SOAL,INCU,AON,12,Cliff at Seal Beach either side of rope,15/10/2012,SURV
467,SOAL,CHIC,CHIC,11,Cliff at Seal Beach either side of rope,18/12/2013,SURV
468,SOAL,INCU,AD,21,Cliff at Seal Beach either side of rope,19/10/2013,SURV
468,SOAL,INCU,AON,15,Cliff at Seal Beach either side of rope,19/10/2013,SURV
469,SOAL,CHIC,CHIC,8,Cliff at Seal Beach either side of rope,20/12/2012,SURV
470,SOAL,CHIC,CHIC,12,Cliff at Seal Beach either side of rope,21/04/2012,SURV
471,SOAL,CHIC,CHIC,9,Cliff at Seal Beach either side of rope,21/12/2014,SURV
472,SOAL,INCU,AD,23,Cliff at Seal Beach either side of rope,23/10/2015,SURV
472,SOAL,INCU,AON,18,Cliff at Seal Beach either side of rope,23/10/2015,SURV
473,SOAL,INCU,AD,10,Cliff at Seal Beach either side of rope,23/10/2016,SURV
473,SOAL,INCU,AON,9,Cliff at Seal Beach either side of rope,23/10/2016,SURV
474,SOAL,INCU,AD,25,Cliff at Seal Beach either side of rope,24/10/2011,SURV
474,SOAL,INCU,AON,17,Cliff at Seal Beach either side of rope,24/10/2011,SURV
475,SOAL,CHIC,CHIC,7,Cliff at Seal Beach either side of rope,24/12/2016,SURV
476,SOAL,CHIC,CHIC,6,Cliff at Seal Beach either side of rope,26/04/2014,SURV
477,SOAL,CHIC,CHIC,14,Cliff at Seal Beach either side of rope,26/12/2015,SURV
479,SOAL,CHIC,CHIC,4,Cliff to north of Admirals penguin colony,02/04/2015,SURV
480,SOAL,INCU,AD,12,Cliff to north of Admirals penguin colony,03/11/2013,SURV
480,SOAL,INCU,AON,12,Cliff to north of Admirals penguin colony,03/11/2013,SURV
481,SOAL,CHIC,CHIC,5,Cliff to north of Admirals penguin colony,04/04/2017,SURV
482,SOAL,INCU,AD,6,Cliff to north of Admirals penguin colony,05/11/2015,SURV
482,SOAL,INCU,AON,5,Cliff to north of Admirals penguin colony,05/11/2015,SURV
483,SOAL,CHIC,CHIC,5,Cliff to north of Admirals penguin colony,07/01/2017,SURV
484,SOAL,CHIC,CHIC,21,Cliff to north of Admirals penguin colony,13/04/2011,SURV
485,SOAL,INCU,AD,19,Cliff to north of Admirals penguin colony,13/10/2010,SURV
485,SOAL,INCU,AON,15,Cliff to north of Admirals penguin colony,13/10/2010,SURV
478,SOAL,INCU,AD,13,Cliff to north of Admirals penguin colony,15/10/2011,SURV
486,SOAL,INCU,AD,13,Cliff to north of Admirals penguin colony,15/10/2011,SURV
478,SOAL,INCU,AD,22,Cliff to north of Admirals penguin colony,15/10/2011,SURV
486,SOAL,INCU,AD,22,Cliff to north of Admirals penguin colony,15/10/2011,SURV
478,SOAL,INCU,AON,9,Cliff to north of Admirals penguin colony,15/10/2011,SURV
486,SOAL,INCU,AON,9,Cliff to north of Admirals penguin colony,15/10/2011,SURV
478,SOAL,INCU,AON,18,Cliff to north of Admirals penguin colony,15/10/2011,SURV
486,SOAL,INCU,AON,18,Cliff to north of Admirals penguin colony,15/10/2011,SURV
487,SOAL,INCU,AD,13,Cliff to north of Admirals penguin colony,18/10/2012,SURV
487,SOAL,INCU,AON,7,Cliff to north of Admirals penguin colony,18/10/2012,SURV
488,SOAL,INCU,AD,19,Cliff to north of Admirals penguin colony,19/09/2004,SURV
488,SOAL,INCU,AON,11,Cliff to north of Admirals penguin colony,19/09/2004,SURV
489,SOAL,INCU,AD,31,Cliff to north of Admirals penguin colony,19/10/2005,SURV
489,SOAL,INCU,AON,19,Cliff to north of Admirals penguin colony,19/10/2005,SURV
490,SOAL,CHIC,CHIC,7,Cliff to north of Admirals penguin colony,19/12/2013,SURV
491,SOAL,INCU,AD,13,Cliff to north of Admirals penguin colony,20/10/2008,SURV
491,SOAL,INCU,AON,13,Cliff to north of Admirals penguin colony,20/10/2008,SURV
492,SOAL,CHIC,CHIC,5,Cliff to north of Admirals penguin colony,25/04/2014,SURV
493,SOAL,INCU,AD,17,Cliff to north of Admirals penguin colony,26/10/2000,SURV
493,SOAL,INCU,AON,15,Cliff to north of Admirals penguin colony,26/10/2000,SURV
493,SOAL,INCU,AON,35,Cliff to north of Admirals penguin colony,26/10/2000,SURV
494,SOAL,INCU,AD,13,Cliff to north of Admirals penguin colony,26/10/2009,SURV
494,SOAL,INCU,AON,13,Cliff to north of Admirals penguin colony,26/10/2009,SURV
495,SOAL,INCU,AD,13,Cliff to north of Admirals penguin colony,26/10/2014,SURV
495,SOAL,INCU,AON,12,Cliff to north of Admirals penguin colony,26/10/2014,SURV
496,SOAL,INCU,AD,11,Cliff to north of Admirals penguin colony,26/10/2016,SURV
496,SOAL,INCU,AON,6,Cliff to north of Admirals penguin colony,26/10/2016,SURV
497,SOAL,CHIC,CHIC,11,Cliff to north of Admirals penguin colony,27/12/2014,SURV
498,SOAL,INCU,AD,8,Cliff to northwest of vertical waterfall above Hau,05/12/2005,SURV
498,SOAL,INCU,AON,5,Cliff to northwest of vertical waterfall above Hau,05/12/2005,SURV
499,SOAL,INCU,AD,14,Cliff to northwest of vertical waterfall above Hau,10/10/2010,SURV
499,SOAL,INCU,AON,8,Cliff to northwest of vertical waterfall above Hau,10/10/2010,SURV
510,NRPE,INCU,INCU,370,Cliff to northwest of vertical waterfall above Hau,13/10/2008,COLO
500,SOAL,INCU,AD,23,Cliff to northwest of vertical waterfall above Hau,13/10/2008,SURV
500,SOAL,INCU,AON,19,Cliff to northwest of vertical waterfall above Hau,13/10/2008,SURV
501,SOAL,CHIC,CHIC,8,Cliff to northwest of vertical waterfall above Hau,14/04/2011,SURV
502,SOAL,INCU,AD,7,Cliff to northwest of vertical waterfall above Hau,16/10/2000,SURV
502,SOAL,INCU,AON,6,Cliff to northwest of vertical waterfall above Hau,16/10/2000,SURV
502,SOAL,INCU,AON,7,Cliff to northwest of vertical waterfall above Hau,16/10/2000,SURV
503,SOAL,INCU,AD,7,Cliff to northwest of vertical waterfall above Hau,19/10/2012,SURV
503,SOAL,INCU,AON,7,Cliff to northwest of vertical waterfall above Hau,19/10/2012,SURV
504,SOAL,INCU,AD,13,Cliff to northwest of vertical waterfall above Hau,25/10/2014,SURV
504,SOAL,INCU,AON,12,Cliff to northwest of vertical waterfall above Hau,25/10/2014,SURV
505,SOAL,INCU,AD,8,Cliff to northwest of vertical waterfall above Hau,28/10/2011,SURV
505,SOAL,INCU,AON,5,Cliff to northwest of vertical waterfall above Hau,28/10/2011,SURV
506,SOAL,INCU,AD,6,Cliff to northwest of vertical waterfall above Hau,28/10/2016,SURV
506,SOAL,INCU,AON,5,Cliff to northwest of vertical waterfall above Hau,28/10/2016,SURV
507,SOAL,INCU,AD,21,Cliff to northwest of vertical waterfall above Hau,29/10/2013,SURV
507,SOAL,INCU,AON,17,Cliff to northwest of vertical waterfall above Hau,29/10/2013,SURV
508,SOAL,INCU,AD,8,Cliff to northwest of vertical waterfall above Hau,30/10/2009,SURV
508,SOAL,INCU,AON,6,Cliff to northwest of vertical waterfall above Hau,30/10/2009,SURV
509,SOAL,INCU,AD,9,Cliff to northwest of vertical waterfall above Hau,no specified date,SURV
509,SOAL,INCU,AON,7,Cliff to northwest of vertical waterfall above Hau,no specified date,SURV
511,SOAL,CHIC,CHIC,4,Cliff to south of crane point,03/04/2015,SURV
512,SOAL,CHIC,CHIC,9,Cliff to south of crane point,04/01/2011,SURV
513,SOAL,CHIC,CHIC,5,Cliff to south of crane point,05/01/2012,SURV
514,SOAL,CHIC,CHIC,5,Cliff to south of crane point,05/04/2010,SURV
515,SOAL,CHIC,CHIC,3,Cliff to south of crane point,05/04/2017,SURV
516,SOAL,CHIC,CHIC,4,Cliff to south of crane point,08/04/2016,SURV
517,SOAL,INCU,AD,20,Cliff to south of crane point,10/10/2010,SURV
517,SOAL,INCU,AON,14,Cliff to south of crane point,10/10/2010,SURV
518,SOAL,CHIC,CHIC,5,Cliff to south of crane point,12/04/2011,SURV
519,SOAL,INCU,AD,12,Cliff to south of crane point,12/10/2005,SURV
519,SOAL,INCU,AON,10,Cliff to south of crane point,12/10/2005,SURV
520,SOAL,INCU,AD,12,Cliff to south of crane point,13/10/2000,SURV
520,SOAL,INCU,AON,9,Cliff to south of crane point,13/10/2000,SURV
521,SOAL,INCU,AD,8,Cliff to south of crane point,14/10/2014,SURV
521,SOAL,INCU,AON,6,Cliff to south of crane point,14/10/2014,SURV
522,SOAL,INCU,AD,8,Cliff to south of crane point,14/11/2011,SURV
522,SOAL,INCU,AON,8,Cliff to south of crane point,14/11/2011,SURV
523,SOAL,INCU,AD,18,Cliff to south of crane point,15/10/2008,SURV
523,SOAL,INCU,AON,17,Cliff to south of crane point,15/10/2008,SURV
524,SOAL,INCU,AD,8,Cliff to south of crane point,15/10/2012,SURV
524,SOAL,INCU,AON,5,Cliff to south of crane point,15/10/2012,SURV
525,SOAL,CHIC,CHIC,5,Cliff to south of crane point,17/04/2012,SURV
526,SOAL,CHIC,CHIC,8,Cliff to south of crane point,18/12/2008,SURV
527,SOAL,CHIC,CHIC,1,Cliff to south of crane point,18/12/2012,SURV
528,SOAL,INCU,AD,15,Cliff to south of crane point,19/10/2009,SURV
528,SOAL,INCU,AON,12,Cliff to south of crane point,19/10/2009,SURV
529,SOAL,INCU,AD,9,Cliff to south of crane point,19/10/2013,SURV
529,SOAL,INCU,AON,7,Cliff to south of crane point,19/10/2013,SURV
530,SOAL,INCU,AD,4,Cliff to south of crane point,19/10/2016,SURV
530,SOAL,INCU,AON,4,Cliff to south of crane point,19/10/2016,SURV
531,SOAL,CHIC,CHIC,6,Cliff to south of crane point,19/12/2013,SURV
532,SOAL,INCU,AD,16,Cliff to south of crane point,20/09/2004,SURV
532,SOAL,INCU,AON,11,Cliff to south of crane point,20/09/2004,SURV
533,SOAL,CHIC,CHIC,5,Cliff to south of crane point,21/12/2014,SURV
534,SOAL,CHIC,CHIC,3,Cliff to south of crane point,24/12/2016,SURV
535,SOAL,CHIC,CHIC,2,Cliff to south of crane point,25/04/2014,SURV
536,SOAL,CHIC,CHIC,3,Cliff to south of crane point,30/03/2009,SURV
537,SOAL,CHIC,CHIC,5,Cliff to south of crane point,30/12/2009,SURV
538,SOAL,CHIC,CHIC,0,Cliff to south of crane point,31/03/2013,SURV
539,SOAL,INCU,AD,15,Cliff to south of crane point,no specified date,SURV
539,SOAL,INCU,AON,12,Cliff to south of crane point,no specified date,SURV
539,SOAL,CHIC,CHIC,7,Cliff to south of crane point,no specified date,SURV
540,SOAL,CHIC,CHIC,10,Cliff to south of view point in Snoek Gat (where c,02/04/2015,SURV
541,SOAL,INCU,AD,25,Cliff to south of view point in Snoek Gat (where c,03/11/2013,SURV
541,SOAL,INCU,AON,25,Cliff to south of view point in Snoek Gat (where c,03/11/2013,SURV
542,SOAL,INCU,AD,23,Cliff to south of view point in Snoek Gat (where c,06/11/2015,SURV
542,SOAL,INCU,AON,23,Cliff to south of view point in Snoek Gat (where c,06/11/2015,SURV
543,SOAL,CHIC,CHIC,9,Cliff to south of view point in Snoek Gat (where c,13/04/2011,SURV
544,SOAL,CHIC,CHIC,9,Cliff to south of view point in Snoek Gat (where c,14/01/2011,SURV
545,SOAL,INCU,AD,15,Cliff to south of view point in Snoek Gat (where c,14/10/2010,SURV
545,SOAL,INCU,AON,15,Cliff to south of view point in Snoek Gat (where c,14/10/2010,SURV
546,SOAL,CHIC,CHIC,22,Cliff to south of view point in Snoek Gat (where c,17/04/2010,SURV
547,SOAL,INCU,AD,20,Cliff to south of view point in Snoek Gat (where c,17/10/2014,SURV
547,SOAL,INCU,AON,14,Cliff to south of view point in Snoek Gat (where c,17/10/2014,SURV
548,SOAL,CHIC,CHIC,12,Cliff to south of view point in Snoek Gat (where c,17/12/2008,SURV
549,SOAL,INCU,AD,54,Cliff to south of view point in Snoek Gat (where c,18/10/2012,SURV
549,SOAL,INCU,AON,36,Cliff to south of view point in Snoek Gat (where c,18/10/2012,SURV
550,SOAL,CHIC,CHIC,23,Cliff to south of view point in Snoek Gat (where c,18/12/2012,SURV
551,SOAL,INCU,AD,21,Cliff to south of view point in Snoek Gat (where c,19/10/2009,SURV
551,SOAL,INCU,AON,21,Cliff to south of view point in Snoek Gat (where c,19/10/2009,SURV
552,SOAL,CHIC,CHIC,23,Cliff to south of view point in Snoek Gat (where c,19/12/2013,SURV
553,SOAL,INCU,AD,17,Cliff to south of view point in Snoek Gat (where c,20/10/2008,SURV
553,SOAL,INCU,AON,17,Cliff to south of view point in Snoek Gat (where c,20/10/2008,SURV
554,SOAL,CHIC,CHIC,10,Cliff to south of view point in Snoek Gat (where c,25/04/2014,SURV
555,SOAL,INCU,AD,27,Cliff to south of view point in Snoek Gat (where c,25/10/2016,SURV
555,SOAL,INCU,AON,17,Cliff to south of view point in Snoek Gat (where c,25/10/2016,SURV
556,SOAL,INCU,AD,19,Cliff to south of view point in Snoek Gat (where c,26/10/2011,SURV
556,SOAL,INCU,AON,11,Cliff to south of view point in Snoek Gat (where c,26/10/2011,SURV
557,SOAL,CHIC,CHIC,15,Cliff to south of view point in Snoek Gat (where c,26/12/2015,SURV
558,SOAL,CHIC,CHIC,12,Cliff to south of view point in Snoek Gat (where c,27/03/2017,SURV
559,SOAL,CHIC,CHIC,21,Cliff to south of view point in Snoek Gat (where c,27/12/2009,SURV
560,SOAL,CHIC,CHIC,10,Cliff to south of view point in Snoek Gat (where c,27/12/2014,SURV
561,SOAL,CHIC,CHIC,12,Cliff to south of view point in Snoek Gat (where c,28/03/2009,SURV
562,SOAL,CHIC,CHIC,12,Cliff to south of view point in Snoek Gat (where c,28/12/2016,SURV
563,SOAL,CHIC,CHIC,10,Cliff to south of view point in Snoek Gat (where c,31/03/2013,SURV
564,SOAL,CHIC,CHIC,5,Cliffs at Seal Beach above main penguin colonies,05/01/2012,SURV
565,SOAL,CHIC,CHIC,1,Cliffs at Seal Beach above main penguin colonies,05/04/2017,SURV
566,SOAL,CHIC,CHIC,0,Cliffs at Seal Beach above main penguin colonies,07/04/2015,SURV
567,SOAL,CHIC,CHIC,4,Cliffs at Seal Beach above main penguin colonies,08/04/2016,SURV
568,SOAL,CHIC,CHIC,6,Cliffs at Seal Beach above main penguin colonies,12/04/2011,SURV
569,SOAL,CHIC,CHIC,5,Cliffs at Seal Beach above main penguin colonies,14/01/2011,SURV
570,SOAL,INCU,AD,18,Cliffs at Seal Beach above main penguin colonies,14/10/2014,SURV
570,SOAL,INCU,AON,11,Cliffs at Seal Beach above main penguin colonies,14/10/2014,SURV
571,SOAL,INCU,AD,9,Cliffs at Seal Beach above main penguin colonies,15/10/2010,SURV
571,SOAL,INCU,AON,6,Cliffs at Seal Beach above main penguin colonies,15/10/2010,SURV
572,SOAL,INCU,AD,13,Cliffs at Seal Beach above main penguin colonies,15/10/2011,SURV
572,SOAL,INCU,AON,6,Cliffs at Seal Beach above main penguin colonies,15/10/2011,SURV
573,SOAL,INCU,AD,5,Cliffs at Seal Beach above main penguin colonies,15/10/2012,SURV
573,SOAL,INCU,AON,4,Cliffs at Seal Beach above main penguin colonies,15/10/2012,SURV
574,SOAL,CHIC,CHIC,3,Cliffs at Seal Beach above main penguin colonies,18/12/2013,SURV
575,SOAL,INCU,AD,5,Cliffs at Seal Beach above main penguin colonies,19/10/2013,SURV
575,SOAL,INCU,AON,3,Cliffs at Seal Beach above main penguin colonies,19/10/2013,SURV
576,SOAL,INCU,AD,2,Cliffs at Seal Beach above main penguin colonies,19/10/2016,SURV
576,SOAL,INCU,AON,2,Cliffs at Seal Beach above main penguin colonies,19/10/2016,SURV
577,SOAL,CHIC,CHIC,10,Cliffs at Seal Beach above main penguin colonies,21/12/2014,SURV
578,SOAL,CHIC,CHIC,5,Cliffs at Seal Beach above main penguin colonies,22/04/2012,SURV
579,SOAL,INCU,AD,9,Cliffs at Seal Beach above main penguin colonies,23/10/2015,SURV
579,SOAL,INCU,AON,9,Cliffs at Seal Beach above main penguin colonies,23/10/2015,SURV
580,SOAL,CHIC,CHIC,1,Cliffs at Seal Beach above main penguin colonies,23/12/2012,SURV
581,SOAL,CHIC,CHIC,1,Cliffs at Seal Beach above main penguin colonies,24/12/2016,SURV
582,SOAL,CHIC,CHIC,3,Cliffs at Seal Beach above main penguin colonies,26/04/2014,SURV
583,SOAL,CHIC,CHIC,5,Cliffs at Seal Beach above main penguin colonies,26/12/2015,SURV
584,SOAL,CHIC,CHIC,1,Cliffs at Seal Beach above main penguin colonies,31/03/2013,SURV
589,SOAL,CHIC,CHIC,9,Cliffs to north and east of crane (from below cran,03/04/2015,SURV
590,SOAL,INCU,AD,26,Cliffs to north and east of crane (from below cran,03/11/2013,SURV
590,SOAL,INCU,AON,21,Cliffs to north and east of crane (from below cran,03/11/2013,SURV
591,SOAL,CHIC,CHIC,10,Cliffs to north and east of crane (from below cran,04/01/2011,SURV
592,SOAL,CHIC,CHIC,4,Cliffs to north and east of crane (from below cran,05/04/2017,SURV
593,SOAL,CHIC,CHIC,7,Cliffs to north and east of crane (from below cran,08/04/2016,SURV
594,SOAL,INCU,AD,18,Cliffs to north and east of crane (from below cran,10/10/2010,SURV
594,SOAL,INCU,AON,14,Cliffs to north and east of crane (from below cran,10/10/2010,SURV
595,SOAL,CHIC,CHIC,1,Cliffs to north and east of crane (from below cran,13/04/2011,SURV
585,SOAL,INCU,AD,9,Cliffs to north and east of crane (from below cran,15/10/2000,SURV
585,SOAL,INCU,AON,6,Cliffs to north and east of crane (from below cran,15/10/2000,SURV
596,SOAL,INCU,AD,18,Cliffs to north and east of crane (from below cran,15/10/2008,SURV
596,SOAL,INCU,AON,18,Cliffs to north and east of crane (from below cran,15/10/2008,SURV
597,SOAL,INCU,AD,13,Cliffs to north and east of crane (from below cran,15/10/2014,SURV
597,SOAL,INCU,AON,13,Cliffs to north and east of crane (from below cran,15/10/2014,SURV
598,SOAL,CHIC,CHIC,11,Cliffs to north and east of crane (from below cran,17/04/2010,SURV
599,SOAL,CHIC,CHIC,1,Cliffs to north and east of crane (from below cran,18/12/2012,SURV
586,SOAL,INCU,AD,19,Cliffs to north and east of crane (from below cran,19/10/2005,SURV
586,SOAL,INCU,AON,16,Cliffs to north and east of crane (from below cran,19/10/2005,SURV
600,SOAL,INCU,AD,22,Cliffs to north and east of crane (from below cran,19/10/2009,SURV
600,SOAL,INCU,AON,18,Cliffs to north and east of crane (from below cran,19/10/2009,SURV
601,SOAL,INCU,AD,3,Cliffs to north and east of crane (from below cran,19/10/2012,SURV
601,SOAL,INCU,AON,3,Cliffs to north and east of crane (from below cran,19/10/2012,SURV
602,SOAL,CHIC,CHIC,13,Cliffs to north and east of crane (from below cran,19/12/2013,SURV
587,SOAL,INCU,AD,28,Cliffs to north and east of crane (from below cran,20/09/2004,SURV
587,SOAL,INCU,AON,19,Cliffs to north and east of crane (from below cran,20/09/2004,SURV
603,SOAL,CHIC,CHIC,5,Cliffs to north and east of crane (from below cran,22/12/2008,SURV
604,SOAL,INCU,AD,9,Cliffs to north and east of crane (from below cran,24/10/2016,SURV
604,SOAL,INCU,AON,6,Cliffs to north and east of crane (from below cran,24/10/2016,SURV
605,SOAL,CHIC,CHIC,4,Cliffs to north and east of crane (from below cran,24/12/2016,SURV
606,SOAL,CHIC,CHIC,8,Cliffs to north and east of crane (from below cran,25/04/2014,SURV
607,SOAL,CHIC,CHIC,7,Cliffs to north and east of crane (from below cran,26/12/2015,SURV
608,SOAL,CHIC,CHIC,13,Cliffs to north and east of crane (from below cran,28/01/2010,SURV
609,SOAL,CHIC,CHIC,11,Cliffs to north and east of crane (from below cran,29/12/2014,SURV
610,SOAL,CHIC,CHIC,3,Cliffs to north and east of crane (from below cran,30/03/2009,SURV
611,SOAL,CHIC,CHIC,1,Cliffs to north and east of crane (from below cran,31/03/2013,SURV
612,SOAL,INCU,AD,12,Cliffs to north and east of crane (from below cran,no specified date,SURV
588,SOAL,INCU,AD,12,Cliffs to north and east of crane (from below cran,no specified date,SURV
612,SOAL,INCU,AON,12,Cliffs to north and east of crane (from below cran,no specified date,SURV
588,SOAL,INCU,AON,12,Cliffs to north and east of crane (from below cran,no specified date,SURV
612,SOAL,CHIC,CHIC,3,Cliffs to north and east of crane (from below cran,no specified date,SURV
588,SOAL,CHIC,CHIC,3,Cliffs to north and east of crane (from below cran,no specified date,SURV
613,SOAL,CHIC,CHIC,9,Cliffs to the north of Tumbledown beach,01/04/2013,SURV
614,SOAL,CHIC,CHIC,14,Cliffs to the north of Tumbledown beach,03/01/2012,SURV
615,SOAL,CHIC,CHIC,10,Cliffs to the north of Tumbledown beach,03/04/2009,SURV
616,SOAL,CHIC,CHIC,13,Cliffs to the north of Tumbledown beach,04/01/2011,SURV
617,SOAL,CHIC,CHIC,9,Cliffs to the north of Tumbledown beach,05/04/2017,SURV
618,SOAL,CHIC,CHIC,10,Cliffs to the north of Tumbledown beach,07/04/2015,SURV
619,SOAL,CHIC,CHIC,13,Cliffs to the north of Tumbledown beach,08/04/2016,SURV
620,SOAL,INCU,AD,23,Cliffs to the north of Tumbledown beach,08/10/2010,SURV
620,SOAL,INCU,AON,18,Cliffs to the north of Tumbledown beach,08/10/2010,SURV
621,SOAL,CHIC,CHIC,11,Cliffs to the north of Tumbledown beach,12/04/2011,SURV
622,SOAL,INCU,AD,19,Cliffs to the north of Tumbledown beach,13/10/2000,SURV
622,SOAL,INCU,AON,18,Cliffs to the north of Tumbledown beach,13/10/2000,SURV
622,SOAL,INCU,AON,30,Cliffs to the north of Tumbledown beach,13/10/2000,SURV
623,SOAL,INCU,AD,31,Cliffs to the north of Tumbledown beach,14/10/2008,SURV
623,SOAL,INCU,AON,23,Cliffs to the north of Tumbledown beach,14/10/2008,SURV
624,SOAL,INCU,AD,32,Cliffs to the north of Tumbledown beach,14/10/2014,SURV
624,SOAL,INCU,AON,24,Cliffs to the north of Tumbledown beach,14/10/2014,SURV
625,SOAL,INCU,AD,28,Cliffs to the north of Tumbledown beach,15/10/2012,SURV
625,SOAL,INCU,AON,21,Cliffs to the north of Tumbledown beach,15/10/2012,SURV
626,SOAL,INCU,AD,34,Cliffs to the north of Tumbledown beach,17/10/2005,SURV
626,SOAL,INCU,AON,27,Cliffs to the north of Tumbledown beach,17/10/2005,SURV
627,SOAL,INCU,AD,31,Cliffs to the north of Tumbledown beach,17/10/2009,SURV
627,SOAL,INCU,AON,31,Cliffs to the north of Tumbledown beach,17/10/2009,SURV
628,SOAL,INCU,AD,26,Cliffs to the north of Tumbledown beach,17/10/2013,SURV
628,SOAL,INCU,AON,18,Cliffs to the north of Tumbledown beach,17/10/2013,SURV
629,SOAL,CHIC,CHIC,11,Cliffs to the north of Tumbledown beach,18/12/2012,SURV
630,SOAL,CHIC,CHIC,10,Cliffs to the north of Tumbledown beach,18/12/2013,SURV
631,SOAL,INCU,AD,23,Cliffs to the north of Tumbledown beach,20/09/2004,SURV
631,SOAL,INCU,AON,19,Cliffs to the north of Tumbledown beach,20/09/2004,SURV
632,SOAL,CHIC,CHIC,15,Cliffs to the north of Tumbledown beach,21/04/2012,SURV
633,SOAL,CHIC,CHIC,19,Cliffs to the north of Tumbledown beach,21/12/2014,SURV
634,SOAL,CHIC,CHIC,8,Cliffs to the north of Tumbledown beach,22/03/2001,SURV
635,SOAL,INCU,AD,39,Cliffs to the north of Tumbledown beach,22/10/2011,SURV
635,SOAL,INCU,AON,26,Cliffs to the north of Tumbledown beach,22/10/2011,SURV
